Country,ISO3,Economy,General,Governance,Infrastructure,Innovation,Talent,AI_Readiness_Score,Global_Rank
Belgium,BEL,9.0,12.244897959183673,46.999056720951195,51.69080402555285,4.068934646374217,44.16494845360825,28.028106967611695,82
Austria,AUT,6.0,11.224489795918368,53.314570604477765,57.32108446347627,5.482990152193375,34.81958762886598,28.027120440821957,83
Sierra Leone,SLE,,,15.236298323623055,46.67260007195672,0.0035810205908683975,46.90721649484536,27.204923977754,84
Kiribati,KIR,,,24.684015748895487,29.208313228419208,,,26.946164488657345,85
Czechia,CZE,4.0,9.183673469387756,52.9321565347048,53.878873420878016,2.8415398388540734,37.69759450171822,26.75563962759048,86
Iceland,ISL,8.0,8.16326530612245,43.29948682781525,66.10678826282772,2.0590868397493285,29.814432989690726,26.24051003770091,87
United Arab Emirates,ARE,13.0,15.306122448979592,56.08515491654127,59.87887611202189,6.2752909579230085,6.0,26.090907405910958,88
Hungary,HUN,5.0,8.16326530612245,48.57166370214138,52.467884575954756,1.4798567591763652,39.79037800687285,25.912174725044633,89
Senegal,SEN,,,29.144466898554743,48.346856869912294,0.05729632945389436,,25.84954003264031,90
Poland,POL,4.0,9.183673469387756,48.07388230944643,49.80137893569611,3.240376007162041,40.09278350515464,25.732015704474495,91
Egypt,EGY,2.0,6.122448979591836,44.48113469499019,50.988040622763876,2.2909579230080572,47.02749140893471,25.48501227154811,92
Bolivia,BOL,,,19.88733646089202,58.774464304991746,0.010743061772605193,23.195876288659797,25.467105029079043,93
Kyrgyzstan,KGZ,,,26.922859195524463,49.15469555063828,0.007162041181736795,25.773195876288657,25.464478165908286,94
Brazil,BRA,7.000000000000001,10.204081632653061,55.92478348722479,60.070258018200335,4.622649955237243,14.309278350515465,25.355175240638484,95
Vietnam,VNM,2.0,5.1020408163265305,41.44793819347449,53.62269391057508,1.7211280214861235,47.704467353951884,25.26637804930235,96
Rwanda,RWA,2.0,4.081632653061225,42.144076090921644,41.33294389608891,0.010743061772605193,61.83505154639175,25.23407454137269,97
Lithuania,LTU,3.0,7.142857142857142,47.1488197319086,55.402883599593004,1.134288272157565,36.70790378006873,25.08945875443084,98
Uruguay,URY,2.0,6.122448979591836,51.4948365624633,52.57337477006995,0.05729632945389436,38.092783505154635,25.056790024455605,99
Thailand,THA,2.0,7.142857142857142,46.20731876553417,57.67677100290055,1.445389435989257,35.707903780068726,25.030040021224973,100
Slovenia,SVN,5.0,9.183673469387756,58.322585252815166,52.482527781463446,2.7649955237242616,22.04123711340206,24.965836523465452,101
Bosnia And Herzegovina,BIH,,,42.791944624161346,31.46181606730479,0.1647269471799463,,24.80616254621536,102
Guinea,GIN,,,17.48229997344156,56.81949020735549,0.0,,24.76726339359902,103
Greece,GRC,7.000000000000001,7.142857142857142,36.13099279391393,55.6592942383341,3.6960608773500447,37.35395189003436,24.497192823748264,104
Bangladesh,BGD,0.0,3.061224489795918,44.540762051073955,49.72914676313948,1.3809310653536258,47.4020618556701,24.35235437083885,105
Mauritania,MRT,,,36.818199095355624,36.025025075403946,0.0,,24.281074723586524,106
Timor-Leste,TLS,,,40.487125527841364,32.22200165803566,0.0035810205908683975,,24.237569402155966,107
St. Vincent And The Grenadines,VCT,,,33.2790335039681,38.95223820782473,0.0,,24.07709057059761,108
Chile,CHL,6.0,9.183673469387756,51.055923759270705,58.373297528571186,0.8706356311548792,16.78694158075601,23.71174532819009,109
Serbia,SRB,1.0,5.1020408163265305,38.02103471494765,57.562208875849464,1.4082363473589974,38.75945017182131,23.64216182105066,110
New Zealand,NZL,4.0,7.142857142857142,35.69785989653249,58.048609602657876,2.628469113697404,34.26116838487973,23.629827356770775,111
Madagascar,MDG,,,37.23093120532322,32.52638647198561,0.007162041181736795,,23.254826572830193,112
Qatar,QAT,0.0,6.122448979591836,39.15780425824805,53.858234104915084,1.8187108325872874,38.446735395189,23.233988928421876,113
Croatia,HRV,16.0,7.142857142857142,30.63198096198182,45.46751340409345,1.2291853178155774,38.42611683848798,23.149608944205994,114
Ukraine,UKR,2.0,6.122448979591836,50.983635629112875,50.22540106411042,1.0872873769024172,27.783505154639172,23.033713034059456,115
Liberia,LBR,,,12.297091084326395,39.388150788820475,0.0035810205908683975,40.20618556701031,22.97375211518701,116
Slovakia,SVK,4.0,4.081632653061225,35.87971461541946,48.14660448861896,1.3115487914055506,43.22680412371134,22.77438411203609,117
Burkina Faso,BFA,,,15.565385660729753,52.70240916585763,0.0035810205908683975,,22.757125282392753,118
Suriname,SUR,,,31.875212837660953,36.062949226727106,0.0,,22.646054021462685,119
Malta,MLT,6.0,10.204081632653061,58.714674157734855,52.944814422866585,1.5590868397493285,6.0,22.570442842167306,120
Argentina,ARG,2.0,7.142857142857142,43.24037138202819,42.1748603200419,0.7309758281110117,39.79037800687285,22.51324044665185,121
Ghana,GHA,3.0,3.061224489795918,24.687273792663042,42.203263793967714,0.06982990152193375,59.439862542955325,22.076909086817324,122
Lebanon,LBN,,,11.03106544541337,27.666781605345975,0.3366159355416294,48.453608247422686,21.872017808430915,123
Mozambique,MOZ,,,14.405439352391404,50.943454472963744,0.010743061772605193,,21.786545629042582,124
Kenya,KEN,3.0,2.0408163265306123,31.49676008903985,41.872011574730756,0.06624888093106536,51.536082474226795,21.668653224243183,125
Seychelles,SYC,,,34.541897473822935,30.356215734724767,0.0035810205908683975,,21.633898076379523,126
Nigeria,NGA,1.0,3.061224489795918,26.001645264778535,32.2400629375399,0.8724261414503134,65.96907216494846,21.524071833085518,127
Romania,ROU,1.0,6.122448979591836,44.3303279405657,44.55626789793756,1.3146821844225605,31.563573883161514,21.481216814279865,128
St. Lucia,LCA,,,18.634361180328483,24.149938660912614,,,21.392149920620547,129
Peru,PER,1.0,5.1020408163265305,41.254118032313556,55.18606225744779,0.20948970456580127,23.326460481099655,21.013028548625556,130
Macau,MAC,,,39.55749231052972,21.918529814655045,0.64816472694718,,20.70806228404398,131
Bulgaria,BGR,1.0,6.122448979591836,38.9714200939806,41.617223748662084,1.2381378692927485,34.98969072164948,20.656486902196125,132
Indonesia,IDN,4.0,7.142857142857142,37.63850885616068,48.076989188902104,5.779319606087736,20.536082474226802,20.528959544705746,133
Jamaica,JAM,,,22.587852854279745,52.48124419654775,0.04297224709042077,6.1855670103092795,20.3244090770568,134
Armenia,ARM,6.0,4.081632653061225,23.14748560146282,43.820254410952536,0.01253357206803939,44.24742268041237,20.21822148632616,135
Jordan,JOR,1.0,5.1020408163265305,38.47630832575008,55.16009678222704,1.9082363473589974,19.567010309278356,20.2022820968235,136
Dr Congo,COD,,,13.02971160241878,47.4396146292554,0.0,,20.156442077224728,137
North Korea,PRK,,,0.0,1.121278891439817,0.010743061772605193,79.38144329896906,20.12836631304537,138
Belize,BLZ,,,13.400038675854006,46.751348346707196,0.0,,20.050462340853734,139
Colombia,COL,1.0,6.122448979591836,40.74213518536474,52.94187372453317,0.5174574753804834,18.848797250859107,20.028785435954887,140
Guyana,GUY,,,17.733915340385337,41.64416070036384,0.0,,19.79269201358306,141
Mexico,MEX,3.0,7.142857142857142,40.367930632133,48.96609918625384,1.4811996418979407,17.453608247422682,19.735282475094102,142
Laos,LAO,,,14.797010374318818,44.353314640050776,0.007162041181736795,,19.719162351850443,143
Maldives,MDV,,,35.310464919498834,23.330986538703677,0.0035810205908683975,,19.548344159597793,144
Azerbaijan,AZE,0.0,2.0408163265306123,28.08503945016965,47.374843766483316,0.1450313339301701,35.707903780068726,18.892272442863746,145
Myanmar,MMR,,,15.532056896582189,48.49978830203639,0.08236347358997315,11.340206185567013,18.863603714443894,146
Latvia,LVA,1.0,3.061224489795918,38.40861338851633,52.99452225034638,1.0662488809310653,16.099656357388316,18.771710894496334,147
Guatemala,GTM,,,19.483248430746468,35.94373230900082,0.007162041181736795,19.587628865979383,18.7554429117271,148
Lesotho,LSO,,,12.256393364900008,42.68160233374786,0.0035810205908683975,,18.313858906412914,149
São Tomé and Principe,STP,,,17.888823738484746,18.388330212900982,,,18.138576975692864,150
Antigua and Barbuda,ATG,,,18.575816632017347,17.55886335312735,,,18.06733999257235,151
Sri Lanka,LKA,2.0,2.0408163265306123,23.351362816390562,39.79713822966589,0.35094001790510293,40.5085910652921,18.008141409297377,152
Tunisia,TUN,2.0,3.061224489795918,24.991208150038297,46.763516984947636,1.612354521038496,29.512027491408933,17.990055272871547,153
Philippines,PHL,1.0,4.081632653061225,45.46906171416993,46.905899567746545,0.5192479856759177,7.893470790378007,17.644885451838604,154
Zimbabwe,ZWE,,,18.400663603073465,33.678199263257405,0.010743061772605193,,17.363201976034492,155
Pakistan,PAK,1.0,3.061224489795918,26.900359863923846,37.57463674457118,2.0398388540734107,31.917525773195877,17.08226428759337,156
Ethiopia,ETH,1.0,0.0,17.991298067398937,34.33464069064987,0.07162041181736795,48.44329896907217,16.973476356489723,157
Bahrain,BHR,7.000000000000001,5.1020408163265305,30.577287591465137,55.72798918196448,1.037600716204118,2.0,16.907486384326713,158
Mauritius,MUS,8.0,5.1020408163265305,29.335305023862645,56.46238647074588,0.544762757385855,1.0,16.740749178053484,159
Tajikistan,TJK,,,15.888961809831066,33.502236439777214,0.007162041181736795,,16.466120096930005,160
Malawi,MWI,,,12.318497346646401,36.52894667961613,0.007162041181736795,,16.28486868914809,161
Comoros,COM,,,17.821394619699316,30.980252312540664,0.0,,16.267215644079993,162
Eritrea,ERI,,,0.761976238204,0.0,0.0,62.88659793814433,15.912143544087082,163
Libya,LBY,,,10.000320949843642,37.4465726913556,0.06445837063563116,,15.837117337278292,164
Algeria,DZA,0.0,2.0408163265306123,19.314128291799044,36.23242731949403,1.212623097582811,35.37457044673539,15.695760913690316,165
Palau,PLW,,,19.83283694131745,11.385263752997425,,,15.609050347157437,166
Namibia,NAM,,,18.601848433690808,28.094087817516538,0.0035810205908683975,,15.566505757266071,167
Oman,OMN,0.0,4.081632653061225,33.12007885913949,50.08810774809406,0.6342882721575649,4.457044673539519,15.396858700998642,168
Gabon,GAB,,,9.055780646337288,35.293745658227245,0.0,,14.783175434854845,169
Mali,MLI,,,11.213202788560494,33.108195714065744,0.007162041181736795,,14.77618684793599,170
South Africa,ZAF,6.0,3.061224489795918,31.18560892099648,38.78970360642818,1.1947179946284692,8.226804123711341,14.743009855926731,171
Guinea-Bissau,GNB,,,16.882344807177862,27.227389057825253,0.0,,14.703244621667706,172
Iran,IRN,0.0,5.1020408163265305,35.08454059478692,34.02808368514795,5.023724261414503,3.0,13.706398226279317,173
Solomon Islands,SLB,,,25.341274618398018,1.3963085038969056,,,13.36879156114746,174
Benin,BEN,1.0,3.061224489795918,37.28472192645354,38.23935353387189,0.0035810205908683975,0.0,13.264813495118704,175
Nauru,NRU,,,12.968897885757947,13.288701203525836,,,13.128799544641891,176
Nicaragua,NIC,,,31.802168328091412,13.875646816172118,0.0,5.6701030927835046,12.83697955926176,177
Burundi,BDI,,,14.171489345552102,36.02390250555718,0.0035810205908683975,0.5154639175257731,12.678609197306482,178
San Marino,SMR,,,21.683373128206686,15.788888766237738,0.0,,12.490753964814807,179
Morocco,MAR,0.0,2.0408163265306123,25.195349672343827,30.668029636546976,1.284243509400179,11.309278350515465,11.749619582556177,180
Equatorial Guinea,GNQ,,,11.695737409194198,11.563255220557838,,,11.629496314876018,181
Tuvalu,TUV,,,11.457922679253214,9.702389895075262,,,10.580156287164238,182
Djibouti,DJI,,,16.0895606162184,15.147527193786797,0.0,,10.412362603335065,183
Congo Republic,COG,,,15.670130944416494,15.259728049970816,0.0,,10.309952998129104,184
Gambia,GMB,,,7.649993710770662,22.942558662226016,0.0,,10.19751745766556,185
Iraq,IRQ,1.0,2.0408163265306123,24.891231796787554,24.628494627731275,1.0908683974932856,2.7388316151202745,9.398373793943835,186
French Southern Territories,ATF,,,,,,8.762886597938145,8.762886597938145,187
Sudan,SDN,,,13.397028631583414,19.943669445089395,0.10743061772605193,0.5154639175257731,8.490898152981158,188
United States Minor Outlying Islands,UMI,,,,,,8.24742268041237,8.24742268041237,189
Central African Republic,CAF,,,6.204839868122085,15.609876294673825,0.0,,7.271572054265303,190
Niger,NER,,,7.732114217213457,13.233077867618698,0.0035810205908683975,,6.989591035141007,191
Micronesia,FSM,,,7.685576667147134,4.996128069503528,,,6.340852368325331,192
Chad,TCD,,,5.025570326868121,13.73849623162657,0.0,,6.254688852831563,193
Yemen,YEM,,,6.182605859409379,9.735318610580327,0.11817367949865712,6.701030927835051,5.684282269330854,194
Turkmenistan,TKM,,,4.8993123828901775,10.189566499073221,0.0,,5.0296262939878,195
Somalia,SOM,,,3.133406040620079,11.334194843325724,0.010743061772605193,,4.826114648572802,196
South Sudan,SSD,,,5.167260719921351,3.600362141032566,,,4.383811430476959,197
Haiti,HTI,,,4.885671129638669,7.0716474591847645,0.0,,3.9857728629411446,198
Cocos (Keeling) Islands,CCK,,,,,,3.6082474226804124,3.6082474226804124,199
Syria,SYR,,,4.28149866155028,3.234797270433993,0.03222918531781558,,2.516175039100696,200
Afghanistan,AFG,,,3.9817160351327736,0.5272149285325232,0.0035810205908683975,,1.5041706614187216,201
Puerto Rico,PRI,,,,,0.05013428827215756,,0.05013428827215756,202
Reunion,REU,,,,,0.021486123545210387,,0.021486123545210387,203
French Polynesia,PYF,,,,,0.010743061772605193,,0.010743061772605193,204
Guadeloupe,GLP,,,,,0.007162041181736795,,0.007162041181736795,205
Faroe Islands,FRO,,,,,0.0035810205908683975,,0.0035810205908683975,206
Guam,GUM,,,,,0.0035810205908683975,,0.0035810205908683975,206
Cayman Islands,CYM,,,,,0.0,,0.0,207
Martinique,MTQ,,,,,0.0,,0.0,207
French Guiana,GUF,,,,,0.0,,0.0,207
Bermuda,BMU,,,,,0.0,,0.0,207
New Caledonia,NCL,,,,,0.0,,0.0,207
South Georgia and South Sandwich Is.,SGS,,,,,0.0,,0.0,207
Montserrat,MSR,,,,,0.0,,0.0,207
United States Virgin Islands,VIR,,,,,0.0,,0.0,207
Turks and Caicos Islands,TCA,,,,,0.0,,0.0,207
Vatican,VAT,,,,,0.0,,0.0,207
